Total_runs	Proportion_of_Starting_failure	Proportion_failure_after_draws
634	0.23501577287066247	0.07255520504731862
635	0.2346456692913386	0.07244094488188976
636	0.23427672955974843	0.07232704402515723
637	0.23390894819466249	0.07221350078492936
638	0.23510971786833856	0.07366771159874608
639	0.23630672926447574	0.07355242566510173
640	0.2359375	0.0734375
641	0.23556942277691106	0.07332293291731669
642	0.235202492211838	0.07320872274143302
643	0.23483670295489892	0.07309486780715396
644	0.234472049689441	0.07298136645962733
645	0.23565891472868217	0.07286821705426356
646	0.23529411764705882	0.07275541795665634
647	0.23493044822256567	0.07264296754250386
648	0.2345679012345679	0.07253086419753087
649	0.23420647149460708	0.0724191063174114
650	0.23384615384615384	0.07230769230769231
651	0.23348694316436253	0.07219662058371736
652	0.2331288343558282	0.07208588957055215
653	0.2327718223583461	0.07197549770290965
654	0.2324159021406728	0.07186544342507645
655	0.23206106870229007	0.0717557251908397
656	0.23170731707317074	0.07164634146341463
657	0.2328767123287671	0.0715372907153729
658	0.23252279635258358	0.07142857142857142
659	0.2321699544764795	0.07132018209408195
660	0.2318181818181818	0.07121212121212121
661	0.2314674735249622	0.07110438729198185
662	0.2326283987915408	0.07099697885196375
663	0.23227752639517346	0.07088989441930618
664	0.2319277108433735	0.07078313253012049
665	0.23157894736842105	0.07067669172932331
666	0.23123123123123124	0.07057057057057058
667	0.23088455772113944	0.0704647676161919
668	0.23053892215568864	0.07035928143712575
669	0.23019431988041852	0.07025411061285501
670	0.2298507462686567	0.07014925373134329
671	0.22950819672131148	0.07004470938897168
672	0.22916666666666666	0.06994047619047619
673	0.2288261515601783	0.06983655274888559
674	0.228486646884273	0.06973293768545995
675	0.22814814814814816	0.06962962962962962
676	0.22928994082840237	0.07100591715976332
677	0.22895125553914328	0.07090103397341212
678	0.22861356932153393	0.07079646017699115
679	0.22827687776141384	0.07069219440353461
680	0.22794117647058823	0.07058823529411765
681	0.2276064610866373	0.07048458149779736
682	0.22727272727272727	0.07038123167155426
683	0.22693997071742314	0.07027818448023426
684	0.22807017543859648	0.07163742690058479
685	0.2291970802919708	0.07153284671532846
686	0.22886297376093295	0.07142857142857142
687	0.22852983988355166	0.07132459970887918
688	0.22819767441860464	0.07122093023255814
689	0.22786647314949202	0.07111756168359942
690	0.22753623188405797	0.07101449275362319
691	0.2272069464544139	0.07091172214182344
692	0.22832369942196531	0.0708092485549133
693	0.227994227994228	0.0707070707070707
694	0.2276657060518732	0.07060518731988473
695	0.2273381294964029	0.07050359712230216
696	0.22701149425287356	0.07040229885057471
697	0.2266857962697274	0.0703012912482066
698	0.22779369627507162	0.07020057306590258
699	0.22746781115879827	0.07010014306151645
700	0.22714285714285715	0.07
701	0.2268188302425107	0.06990014265335236
702	0.2264957264957265	0.0698005698005698
703	0.22617354196301565	0.06970128022759602
704	0.22585227272727273	0.06960227272727272
705	0.225531914893617	0.06950354609929078
706	0.22662889518413598	0.0708215297450425
707	0.2263083451202263	0.07072135785007072
